person,dept,eow,cause,cause_short,date,year,dept_name,state
Chief of Police William Thomas Tully,Beaver Falls Police Department, PA,EOW: Tuesday, August 27, 1918,Cause of Death: Fall,Fall,27.08.18,1918,Beaver Falls Police Department,PA
Patrolman William Deiters,Cincinnati Police Department, OH,EOW: Thursday, August 29, 1918,Cause of Death: Gunfire,Gunfire,29.08.18,1918,Cincinnati Police Department,OH
Patrolman Theodore Van Zilen,Leonia Police Department, NJ,EOW: Friday, August 30, 1918,Cause of Death: Motorcycle accident,Motorcycle accident,30.08.18,1918,Leonia Police Department,NJ
Rural Police Officer George A. Davis,Marion County Sheriff's Department, SC,EOW: Monday, September 2, 1918,Cause of Death: Gunfire,Gunfire,02.09.18,1918,Marion County Sheriff's Department,SC
Patrolman William R. Mitchell,Chatham County Police Department, GA,EOW: Saturday, September 7, 1918,Cause of Death: Gunfire,Gunfire,07.09.18,1918,Chatham County Police Department,GA
Patrolman John L. Wilson,Homestead Borough Police Department, PA,EOW: Sunday, September 8, 1918,Cause of Death: Gunfire,Gunfire,08.09.18,1918,Homestead Borough Police Department,PA
Acting Chief Patrick Guiton,Boonton Police Department, NJ,EOW: Monday, September 9, 1918,Cause of Death: Gunfire,Gunfire,09.09.18,1918,Boonton Police Department,NJ
Park Policeman Matthew J. Foley,South Park District Police Department, IL,EOW: Thursday, September 12, 1918,Cause of Death: Motorcycle accident,Motorcycle accident,12.09.18,1918,South Park District Police Department,IL
Chief of Detectives John W. Rowan,Colorado Springs Police Department, CO,EOW: Friday, September 13, 1918,Cause of Death: Gunfire,Gunfire,13.09.18,1918,Colorado Springs Police Department,CO
Policeman Luther McMahill,Denver Police Department, CO,EOW: Saturday, September 14, 1918,Cause of Death: Gunfire,Gunfire,14.09.18,1918,Denver Police Department,CO
Game Warden Elijah Roberts,Kentucky Department of Fish and Wildlife Resources, KY,EOW: Saturday, September 14, 1918,Cause of Death: Gunfire,Gunfire,14.09.18,1918,Kentucky Department of Fish and Wildlife Resources,KY
Private Leonard Tillman Sadler,Texas Rangers, TX,EOW: Monday, September 16, 1918,Cause of Death: Gunfire (Accidental),Gunfire (Accidental),16.09.18,1918,Texas Rangers,TX
Patrolman George Franklin Drake,El Paso Police Department, TX,EOW: Sunday, September 22, 1918,Cause of Death: Vehicular assault,Vehicular assault,22.09.18,1918,El Paso Police Department,TX
Patrolman John Friel,Nashville City Police Department, TN,EOW: Tuesday, September 24, 1918,Cause of Death: Gunfire,Gunfire,24.09.18,1918,Nashville City Police Department,TN
Chief of Police John Moody Dooley,Boaz Police Department, AL,EOW: Friday, September 27, 1918,Cause of Death: Gunfire,Gunfire,27.09.18,1918,Boaz Police Department,AL
Patrolman Bernard Murray,Hoboken Police Department, NJ,EOW: Wednesday, October 2, 1918,Cause of Death: Gunfire,Gunfire,02.10.18,1918,Hoboken Police Department,NJ
Patrolman Franklin P. Carr,Peoria Police Department, IL,EOW: Saturday, October 5, 1918,Cause of Death: Gunfire,Gunfire,05.10.18,1918,Peoria Police Department,IL
Constable Robert Andrew Carter,Tulare Police Department, CA,EOW: Sunday, October 6, 1918,Cause of Death: Gunfire,Gunfire,06.10.18,1918,Tulare Police Department,CA
Patrolman William Gudehus,Hoboken Police Department, NJ,EOW: Thursday, October 10, 1918,Cause of Death: Gunfire,Gunfire,10.10.18,1918,Hoboken Police Department,NJ
Patrolman Irving B. Harding,Metropolitan Police Department, MA,EOW: Friday, October 11, 1918,Cause of Death: Motorcycle accident,Motorcycle accident,11.10.18,1918,Metropolitan Police Department,MA
Sergeant Delbert Timberlake,Texas Rangers, TX,EOW: Friday, October 11, 1918,Cause of Death: Gunfire,Gunfire,11.10.18,1918,Texas Rangers,TX
Private Ben L. Pennington,Texas Rangers, TX,EOW: Saturday, October 12, 1918,Cause of Death: Duty related illness,Duty related illness,12.10.18,1918,Texas Rangers,TX
Patrolman Dixon Allen Sasser,Harlan Police Department, KY,EOW: Sunday, October 13, 1918,Cause of Death: Gunfire,Gunfire,13.10.18,1918,Harlan Police Department,KY
Patrolman William Sparta,Lyndhurst Police Department, NJ,EOW: Sunday, October 13, 1918,Cause of Death: Assault,Assault,13.10.18,1918,Lyndhurst Police Department,NJ
Assistant Chief of Police Anthony Maslowski,Exeter Borough Police Department, PA,EOW: Sunday, October 13, 1918,Cause of Death: Duty related illness,Duty related illness,13.10.18,1918,Exeter Borough Police Department,PA
Patrol Officer J. C. Sherrod,Pocatello Police Department, ID,EOW: Monday, October 14, 1918,Cause of Death: Gunfire,Gunfire,14.10.18,1918,Pocatello Police Department,ID
Detention Deputy William Wesley Green,Pueblo County Sheriff's Office, CO,EOW: Tuesday, October 15, 1918,Cause of Death: Gunfire,Gunfire,15.10.18,1918,Pueblo County Sheriff's Office,CO
Chief of Police George Dworski,Exeter Borough Police Department, PA,EOW: Tuesday, October 15, 1918,Cause of Death: Duty related illness,Duty related illness,15.10.18,1918,Exeter Borough Police Department,PA
Private Robert Ernest Hunt,Texas Rangers, TX,EOW: Tuesday, October 15, 1918,Cause of Death: Duty related illness,Duty related illness,15.10.18,1918,Texas Rangers,TX
Police Officer Robert J. Paton,Elizabeth Police Department, NJ,EOW: Wednesday, October 16, 1918,Cause of Death: Gunfire,Gunfire,16.10.18,1918,Elizabeth Police Department,NJ
Patrolman Joseph John Jurcak,Erie Police Department, PA,EOW: Wednesday, October 16, 1918,Cause of Death: Struck by train,Struck by train,16.10.18,1918,Erie Police Department,PA
Patrolman George H. Phillips,Shreveport Police Department, LA,EOW: Saturday, October 19, 1918,Cause of Death: Gunfire,Gunfire,19.10.18,1918,Shreveport Police Department,LA
Patrolman Walter B. Holcomb,San Diego Police Department, CA,EOW: Monday, October 21, 1918,Cause of Death: Duty related illness,Duty related illness,21.10.18,1918,San Diego Police Department,CA
Patrolman Charles Tilden Crooker,Quincy Police Department, MA,EOW: Monday, October 21, 1918,Cause of Death: Duty related illness,Duty related illness,21.10.18,1918,Quincy Police Department,MA
City Marshal Fred Rogers,Portageville Police Department, MO,EOW: Monday, October 21, 1918,Cause of Death: Gunfire,Gunfire,21.10.18,1918,Portageville Police Department,MO
Captain John J. Hiney,Elizabeth Police Department, NJ,EOW: Tuesday, October 22, 1918,Cause of Death: Automobile accident,Automobile accident,22.10.18,1918,Elizabeth Police Department,NJ
Patrolman Phillip Droesch,Lima Police Department, OH,EOW: Friday, October 25, 1918,Cause of Death: Gunfire,Gunfire,25.10.18,1918,Lima Police Department,OH
Detective Alfred Olin,Aurora Police Department, IL,EOW: Tuesday, October 29, 1918,Cause of Death: Gunfire,Gunfire,29.10.18,1918,Aurora Police Department,IL
Officer Preston Pullen,Lexington Police Department, KY,EOW: Wednesday, October 30, 1918,Cause of Death: Gunfire,Gunfire,30.10.18,1918,Lexington Police Department,KY
Patrol Officer Melvin W. Kepford,Harrisburg Police Bureau, PA,EOW: Wednesday, October 30, 1918,Cause of Death: Struck by vehicle,Struck by vehicle,30.10.18,1918,Harrisburg Police Bureau,PA
Officer Ashville T. Williamson,Norfolk Police Department, VA,EOW: Thursday, October 31, 1918,Cause of Death: Gunfire,Gunfire,31.10.18,1918,Norfolk Police Department,VA
Patrolman John E. Durkin,New Haven Police Department, CT,EOW: Saturday, November 2, 1918,Cause of Death: Automobile accident,Automobile accident,02.11.18,1918,New Haven Police Department,CT
Police Officer James Ivan Broughton,Middletown Police Department, NY,EOW: Sunday, November 3, 1918,Cause of Death: Vehicle pursuit,Vehicle pursuit,03.11.18,1918,Middletown Police Department,NY
"Private T. E. P. ""Ellzey"" Perkins",Texas Rangers, TX,EOW: Thursday, November 7, 1918,Cause of Death: Assault,Assault,07.11.18,1918,Texas Rangers,TX
Patrolman Thomas Gilbert,New York City Police Department, NY,EOW: Monday, November 18, 1918,Cause of Death: Struck by vehicle,Struck by vehicle,18.11.18,1918,New York City Police Department,NY
Detective John Harms,Racine Police Department, WI,EOW: Monday, November 18, 1918,Cause of Death: Struck by train,Struck by train,18.11.18,1918,Racine Police Department,WI
Deputy Sheriff George W. Van Vliet,Los Angeles County Sheriff's Department, CA,EOW: Tuesday, November 19, 1918,Cause of Death: Gunfire,Gunfire,19.11.18,1918,Los Angeles County Sheriff's Department,CA
Deputy Sheriff Frank Walter Twombley,Multnomah County Sheriff's Office, OR,EOW: Tuesday, November 19, 1918,Cause of Death: Gunfire,Gunfire,19.11.18,1918,Multnomah County Sheriff's Office,OR
Constable Daniel McKinnon,Dixon Police Department, CA,EOW: Friday, November 22, 1918,Cause of Death: Gunfire,Gunfire,22.11.18,1918,Dixon Police Department,CA
Town Sergeant James A. Taylor,Cape Charles Police Department, VA,EOW: Friday, November 29, 1918,Cause of Death: Gunfire,Gunfire,29.11.18,1918,Cape Charles Police Department,VA
Plainclothesman Alexander Vought, Jr.,Monessen City Police Department, PA,EOW: Saturday, November 30, 1918,Cause of Death: Gunfire,Gunfire,30.11.18,1918,Monessen City Police Department,PA
Chief of Police William E. Brinkley,Suffolk Police Department, VA,EOW: Monday, December 2, 1918,Cause of Death: Gunfire,Gunfire,02.12.18,1918,Suffolk Police Department,VA
Private John August Moran,Texas Rangers, TX,EOW: Thursday, December 12, 1918,Cause of Death: Duty related illness,Duty related illness,12.12.18,1918,Texas Rangers,TX
Chief of Police Charles Chester Jackson,Des Moines Police Department, IA,EOW: Monday, December 16, 1918,Cause of Death: Gunfire,Gunfire,16.12.18,1918,Des Moines Police Department,IA
Patrolman Frank Mansfield,Kansas City Police Department, MO,EOW: Monday, December 16, 1918,Cause of Death: Automobile accident,Automobile accident,16.12.18,1918,Kansas City Police Department,MO
Mounted Patrolman Richard Ell,Cincinnati Police Department, OH,EOW: Monday, December 16, 1918,Cause of Death: Gunfire,Gunfire,16.12.18,1918,Cincinnati Police Department,OH
Detective Patrick Gaffney,East Cleveland Police Department, OH,EOW: Thursday, December 19, 1918,Cause of Death: Gunfire,Gunfire,19.12.18,1918,East Cleveland Police Department,OH
Marshal Elease J. Picard,Sulphur Police Department, LA,EOW: Thursday, December 26, 1918,Cause of Death: Gunfire,Gunfire,26.12.18,1918,Sulphur Police Department,LA
Sergeant Michael F. Brophy,Utica Police Department, NY,EOW: Friday, December 27, 1918,Cause of Death: Struck by streetcar,Struck by streetcar,27.12.18,1918,Utica Police Department,NY
Sheriff Jake Wiggers,Rock Island County Sheriff's Department, IL,EOW: Monday, December 30, 1918,Cause of Death: Gunfire,Gunfire,30.12.18,1918,Rock Island County Sheriff's Department,IL
Detective Robert Roy Aldridge,East St. Louis Police Department, IL,EOW: Saturday, January 11, 1919,Cause of Death: Gunfire,Gunfire,11.01.19,1919,East St. Louis Police Department,IL
Sheriff Clifford David Barber,Jackson County Sheriff's Office, GA,EOW: Sunday, January 19, 1919,Cause of Death: Gunfire,Gunfire,19.01.19,1919,Jackson County Sheriff's Office,GA
Custody Officer Virgil L. Orem,Indiana Department of Correction, IN,EOW: Tuesday, January 21, 1919,Cause of Death: Assault,Assault,21.01.19,1919,Indiana Department of Correction,IN
Sheriff Albert F. Ross,Shasta County Sheriff's Department, CA,EOW: Thursday, January 23, 1919,Cause of Death: Assault,Assault,23.01.19,1919,Shasta County Sheriff's Department,CA
Detective Matthew A. Dorley,Terre Haute Police Department, IN,EOW: Thursday, January 23, 1919,Cause of Death: Gunfire,Gunfire,23.01.19,1919,Terre Haute Police Department,IN
Patrolman Robert Latta,Camden Police Department, SC,EOW: Friday, January 24, 1919,Cause of Death: Gunfire,Gunfire,24.01.19,1919,Camden Police Department,SC
Town Constable John Stough Stroup,Four Oaks Police Department, NC,EOW: Sunday, January 26, 1919,Cause of Death: Gunfire,Gunfire,26.01.19,1919,Four Oaks Police Department,NC
Patrolman John F. Schuetz,Chicago Police Department, IL,EOW: Monday, January 27, 1919,Cause of Death: Gunfire,Gunfire,27.01.19,1919,Chicago Police Department,IL
Policeman John J. Knox,Philadelphia Police Department, PA,EOW: Monday, January 27, 1919,Cause of Death: Gunfire,Gunfire,27.01.19,1919,Philadelphia Police Department,PA
Policeman George Dingwall,Philadelphia Police Department, PA,EOW: Monday, January 27, 1919,Cause of Death: Gunfire,Gunfire,27.01.19,1919,Philadelphia Police Department,PA
Constable William F. Madden,Manchester Police Department, CT,EOW: Thursday, January 30, 1919,Cause of Death: Gunfire,Gunfire,30.01.19,1919,Manchester Police Department,CT
Chief of Police Charles H. Bishop,Connellsville City Police Department, PA,EOW: Friday, January 31, 1919,Cause of Death: Gunfire,Gunfire,31.01.19,1919,Connellsville City Police Department,PA
Detective Sergeant James L. Hosna,Chicago Police Department, IL,EOW: Thursday, February 6, 1919,Cause of Death: Gunfire,Gunfire,06.02.19,1919,Chicago Police Department,IL
"Officer James A. ""Bert"" Weare",Minneapolis Police Department, MN,EOW: Friday, February 7, 1919,Cause of Death: Gunfire,Gunfire,07.02.19,1919,Minneapolis Police Department,MN
Patrolman James M. Lawrence,Kingston Police Department, NY,EOW: Friday, February 7, 1919,Cause of Death: Stabbed,Stabbed,07.02.19,1919,Kingston Police Department,NY
Patrolman David Luther Jenkins,Columbus Division of Police, OH,EOW: Saturday, February 8, 1919,Cause of Death: Gunfire,Gunfire,08.02.19,1919,Columbus Division of Police,OH
Chief of Police J. E. B. Phillips,Grafton Police Department, WV,EOW: Tuesday, February 11, 1919,Cause of Death: Gunfire,Gunfire,11.02.19,1919,Grafton Police Department,WV
Patrolman Charles E. Deininger,Boston Police Department, MA,EOW: Thursday, February 13, 1919,Cause of Death: Gunfire,Gunfire,13.02.19,1919,Boston Police Department,MA
Private Walker W. Campbell,Alexandria Police Department, VA,EOW: Sunday, February 16, 1919,Cause of Death: Gunfire,Gunfire,16.02.19,1919,Alexandria Police Department,VA
Policeman P. J. Downey,Los Angeles Police Department, CA,EOW: Tuesday, February 18, 1919,Cause of Death: Gunfire,Gunfire,18.02.19,1919,Los Angeles Police Department,CA
Inspector William E. Payne,Virginia Department of Prohibition Enforcement, VA,EOW: Friday, February 21, 1919,Cause of Death: Gunfire,Gunfire,21.02.19,1919,Virginia Department of Prohibition Enforcement,VA
Police Officer William F. Hayes,St. Louis Metropolitan Police Department, MO,EOW: Sunday, February 23, 1919,Cause of Death: Gunfire,Gunfire,23.02.19,1919,St. Louis Metropolitan Police Department,MO
Deputy Sheriff George A. Bills,Palmer Police Department, MA,EOW: Tuesday, February 25, 1919,Cause of Death: Gunfire,Gunfire,25.02.19,1919,Palmer Police Department,MA
Chief of Police Beldon Napoleon Little,Fort Payne Police Department, AL,EOW: Wednesday, February 26, 1919,Cause of Death: Gunfire,Gunfire,26.02.19,1919,Fort Payne Police Department,AL
Deputy Sheriff George Arnold Scott,DeKalb County Sheriff's Office, AL,EOW: Wednesday, February 26, 1919,Cause of Death: Gunfire,Gunfire,26.02.19,1919,DeKalb County Sheriff's Office,AL
Police Officer James Lynch,Rahway Police Department, NJ,EOW: Wednesday, February 26, 1919,Cause of Death: Gunfire,Gunfire,26.02.19,1919,Rahway Police Department,NJ
Police Officer Jacob Kraus,Rahway Police Department, NJ,EOW: Wednesday, February 26, 1919,Cause of Death: Gunfire,Gunfire,26.02.19,1919,Rahway Police Department,NJ
Sheriff John M. Harlow, Jr.,Barton County Sheriff's Department, MO,EOW: Monday, March 3, 1919,Cause of Death: Gunfire,Gunfire,03.03.19,1919,Barton County Sheriff's Department,MO
Patrolman Patrick F. Cannon,New Haven Police Department, CT,EOW: Wednesday, March 5, 1919,Cause of Death: Fall,Fall,05.03.19,1919,New Haven Police Department,CT
Town Sergeant George Washington Nuckolls,Coeburn Police Department, VA,EOW: Saturday, March 8, 1919,Cause of Death: Gunfire,Gunfire,08.03.19,1919,Coeburn Police Department,VA
Patrolman William Armstrong,Cleveland Police Department, OH,EOW: Sunday, March 9, 1919,Cause of Death: Gunfire,Gunfire,09.03.19,1919,Cleveland Police Department,OH
Officer George Werne,Akron Police Department, OH,EOW: Sunday, March 9, 1919,Cause of Death: Gunfire,Gunfire,09.03.19,1919,Akron Police Department,OH
Policeman Charles Danowitz,Philadelphia Police Department, PA,EOW: Sunday, March 9, 1919,Cause of Death: Gunfire,Gunfire,09.03.19,1919,Philadelphia Police Department,PA
Patrolman James Joseph Hanley,McKees Rocks Borough Police Department, PA,EOW: Tuesday, March 11, 1919,Cause of Death: Vehicle pursuit,Vehicle pursuit,11.03.19,1919,McKees Rocks Borough Police Department,PA
Policeman Walter S. Gideon,Philadelphia Police Department, PA,EOW: Thursday, March 13, 1919,Cause of Death: Gunfire,Gunfire,13.03.19,1919,Philadelphia Police Department,PA
Policeman James J. Hess,Philadelphia Police Department, PA,EOW: Friday, March 14, 1919,Cause of Death: Gunfire,Gunfire,14.03.19,1919,Philadelphia Police Department,PA
Officer John Wesley Webb,DeKalb County Police Department, GA,EOW: Sunday, March 16, 1919,Cause of Death: Gunfire,Gunfire,16.03.19,1919,DeKalb County Police Department,GA
Patrolman James Upton,Rochester Police Department, NY,EOW: Wednesday, March 19, 1919,Cause of Death: Gunfire,Gunfire,19.03.19,1919,Rochester Police Department,NY
Deputy Sheriff Harry Guard,Los Angeles County Sheriff's Department, CA,EOW: Thursday, March 20, 1919,Cause of Death: Automobile accident,Automobile accident,20.03.19,1919,Los Angeles County Sheriff's Department,CA
Deputy Sheriff Emma Benson,Los Angeles County Sheriff's Department, CA,EOW: Thursday, March 20, 1919,Cause of Death: Automobile accident,Automobile accident,20.03.19,1919,Los Angeles County Sheriff's Department,CA
Deputy Keeper Bruce Linwood Drummond,New Jersey Department of Corrections, NJ,EOW: Thursday, March 20, 1919,Cause of Death: Duty related illness,Duty related illness,20.03.19,1919,New Jersey Department of Corrections,NJ
Policeman Joseph T. Swierczynski,Philadelphia Police Department, PA,EOW: Thursday, March 20, 1919,Cause of Death: Gunfire,Gunfire,20.03.19,1919,Philadelphia Police Department,PA
Patrolman Alvah A. Miller,Canton Police Department, OH,EOW: Saturday, March 29, 1919,Cause of Death: Struck by train,Struck by train,29.03.19,1919,Canton Police Department,OH
Patrolman Charles West Hatfield,Ashland Police Department, KY,EOW: Monday, March 31, 1919,Cause of Death: Gunfire,Gunfire,31.03.19,1919,Ashland Police Department,KY
Officer Antonio Pingitore,Kenosha Police Department, WI,EOW: Monday, March 31, 1919,Cause of Death: Gunfire,Gunfire,31.03.19,1919,Kenosha Police Department,WI
Patrolman James O'Brien,East St. Louis Police Department, IL,EOW: Tuesday, April 1, 1919,Cause of Death: Gunfire,Gunfire,01.04.19,1919,East St. Louis Police Department,IL
Chief of Police Frank H. Flowers,Warren Police Department, OH,EOW: Thursday, April 3, 1919,Cause of Death: Struck by streetcar,Struck by streetcar,03.04.19,1919,Warren Police Department,OH
Police Officer Robert McLean Hamilton,Turtle Creek Borough Police Department, PA,EOW: Friday, April 4, 1919,Cause of Death: Gunfire,Gunfire,04.04.19,1919,Turtle Creek Borough Police Department,PA
Deputy Sheriff George J. Dorminey,Ben Hill County Sheriff's Office, GA,EOW: Sunday, April 6, 1919,Cause of Death: Gunfire,Gunfire,06.04.19,1919,Ben Hill County Sheriff's Office,GA
Deputy Sheriff Richard Johnson,Harlan County Sheriff's Department, KY,EOW: Sunday, April 6, 1919,Cause of Death: Assault,Assault,06.04.19,1919,Harlan County Sheriff's Department,KY
Special Deputy Sheriff David L. Elliott,Harlan County Sheriff's Department, KY,EOW: Monday, April 7, 1919,Cause of Death: Gunfire,Gunfire,07.04.19,1919,Harlan County Sheriff's Department,KY
Park Policeman Robert M. Love,West Park District Police Department, IL,EOW: Wednesday, April 9, 1919,Cause of Death: Struck by train,Struck by train,09.04.19,1919,West Park District Police Department,IL
Deputy Walter Clifford Brown,Jenkins County Sheriff's Office, GA,EOW: Sunday, April 13, 1919,Cause of Death: Gunfire,Gunfire,13.04.19,1919,Jenkins County Sheriff's Office,GA
Night Marshal Thomas Preston Stephens,Jenkins County Sheriff's Office, GA,EOW: Sunday, April 13, 1919,Cause of Death: Gunfire,Gunfire,13.04.19,1919,Jenkins County Sheriff's Office,GA
Deputy Sheriff John A. Wall,Johnston County Sheriff's Office, NC,EOW: Sunday, April 13, 1919,Cause of Death: Gunfire,Gunfire,13.04.19,1919,Johnston County Sheriff's Office,NC
Patrolman A. L. White,Memphis Police Department, TN,EOW: Sunday, April 13, 1919,Cause of Death: Gunfire,Gunfire,13.04.19,1919,Memphis Police Department,TN
Guard Charles I. Gunter,New York State Department of Correctional Services, NY,EOW: Thursday, April 17, 1919,Cause of Death: Assault,Assault,17.04.19,1919,New York State Department of Correctional Services,NY
Deputy Sheriff Otto W. Runde,St. Louis County Sheriff's Office, MO,EOW: Friday, April 18, 1919,Cause of Death: Gunfire,Gunfire,18.04.19,1919,St. Louis County Sheriff's Office,MO
Chief of Police Clem Long,Pine Grove Police Department, WV,EOW: Friday, April 18, 1919,Cause of Death: Gunfire,Gunfire,18.04.19,1919,Pine Grove Police Department,WV
Town Marshal Jasper Newton Scroggins,Colusa Police Department, CA,EOW: Saturday, April 19, 1919,Cause of Death: Gunfire,Gunfire,19.04.19,1919,Colusa Police Department,CA
Detective John M. Dumke,Buffalo Police Department, NY,EOW: Sunday, April 20, 1919,Cause of Death: Gunfire,Gunfire,20.04.19,1919,Buffalo Police Department,NY
Patrolman Isaac Fenno,Kansas City Police Department, MO,EOW: Tuesday, April 22, 1919,Cause of Death: Gunfire,Gunfire,22.04.19,1919,Kansas City Police Department,MO
Patrolman Henry A. Mandleco,Chicago Police Department, IL,EOW: Wednesday, April 23, 1919,Cause of Death: Gunfire,Gunfire,23.04.19,1919,Chicago Police Department,IL
Deputy Sheriff Timothy McQuinn,Lee County Sheriff's Office, KY,EOW: Sunday, April 27, 1919,Cause of Death: Gunfire,Gunfire,27.04.19,1919,Lee County Sheriff's Office,KY
Patrolman Cornelius Wilson,Chicago Police Department, IL,EOW: Thursday, May 1, 1919,Cause of Death: Gunfire,Gunfire,01.05.19,1919,Chicago Police Department,IL
Patrolman William O'Brien,Rochester Police Department, NY,EOW: Friday, May 2, 1919,Cause of Death: Gunfire,Gunfire,02.05.19,1919,Rochester Police Department,NY
Captain Hugh J. Lee,Boston Police Department, MA,EOW: Saturday, May 3, 1919,Cause of Death: Heart attack,Heart attack,03.05.19,1919,Boston Police Department,MA
Deputy Sheriff John J. McDonald,Lafayette County Sheriff's Department, MO,EOW: Sunday, May 4, 1919,Cause of Death: Gunfire,Gunfire,04.05.19,1919,Lafayette County Sheriff's Department,MO
Sheriff Joseph Caldwell Talbott,Lafayette County Sheriff's Department, MO,EOW: Sunday, May 4, 1919,Cause of Death: Gunfire,Gunfire,04.05.19,1919,Lafayette County Sheriff's Department,MO
Police Officer Harold G. Roughley,Detroit Police Department, MI,EOW: Monday, May 5, 1919,Cause of Death: Gunfire,Gunfire,05.05.19,1919,Detroit Police Department,MI
Constable David Nathan Morehouse,Paso Robles Police Department, CA,EOW: Tuesday, May 6, 1919,Cause of Death: Gunfire,Gunfire,06.05.19,1919,Paso Robles Police Department,CA
Deputy Sheriff Lawrence E. Reidheimer,Caddo Parish Sheriff's Office, LA,EOW: Tuesday, May 6, 1919,Cause of Death: Gunfire,Gunfire,06.05.19,1919,Caddo Parish Sheriff's Office,LA
Town Marshal Ralph Gibons,The Dalles Police Department, OR,EOW: Wednesday, May 7, 1919,Cause of Death: Gunfire,Gunfire,07.05.19,1919,The Dalles Police Department,OR
"Officer Sterling Price ""Dick"" Warren",Fort Worth Police Department, TX,EOW: Wednesday, May 7, 1919,Cause of Death: Struck by streetcar,Struck by streetcar,07.05.19,1919,Fort Worth Police Department,TX
Sheriff Matthew Solbraa,Green County Sheriff's Office, WI,EOW: Wednesday, May 7, 1919,Cause of Death: Gunfire,Gunfire,07.05.19,1919,Green County Sheriff's Office,WI
Deputy Constable James C. Stapleton,Lafayette County Sheriff's Department, MO,EOW: Friday, May 9, 1919,Cause of Death: Gunfire,Gunfire,09.05.19,1919,Lafayette County Sheriff's Department,MO
Patrolman Austin Harmon,Bowling Green Police Department, OH,EOW: Tuesday, May 13, 1919,Cause of Death: Gunfire (Accidental),Gunfire (Accidental),13.05.19,1919,Bowling Green Police Department,OH
Officer Gerald M. Harmon,Richmond Police Department, VA,EOW: Tuesday, May 13, 1919,Cause of Death: Gunfire,Gunfire,13.05.19,1919,Richmond Police Department,VA
Officer John T. Collopy,Lexington Police Department, KY,EOW: Wednesday, May 14, 1919,Cause of Death: Struck by vehicle,Struck by vehicle,14.05.19,1919,Lexington Police Department,KY
Patrolman Charles Hensley,St. Joseph Police Department, MO,EOW: Wednesday, May 14, 1919,Cause of Death: Gunfire,Gunfire,14.05.19,1919,St. Joseph Police Department,MO
"Field Inspector William ""Bill"" Mayes",Texas and Southwestern Cattle Raisers Association, TX,EOW: Wednesday, May 14, 1919,Cause of Death: Gunfire,Gunfire,14.05.19,1919,Texas and Southwestern Cattle Raisers Association,TX
Special Deputy Thomas A. Fay,San Diego County Sheriff's Department, CA,EOW: Saturday, May 17, 1919,Cause of Death: Gunfire,Gunfire,17.05.19,1919,San Diego County Sheriff's Department,CA
Marshal Benjamin Franklin Brashears,Panama Police Department, OK,EOW: Saturday, May 17, 1919,Cause of Death: Gunfire,Gunfire,17.05.19,1919,Panama Police Department,OK
Night Officer Albert Nettle,Tempe Police Department, AZ,EOW: Sunday, May 18, 1919,Cause of Death: Gunfire,Gunfire,18.05.19,1919,Tempe Police Department,AZ
Policeman Emerson L. McKinnon,Denver Police Department, CO,EOW: Tuesday, May 20, 1919,Cause of Death: Fall,Fall,20.05.19,1919,Denver Police Department,CO
Policeman Oscar Tolbert,Tallapoosa Police Department, GA,EOW: Friday, May 23, 1919,Cause of Death: Gunfire,Gunfire,23.05.19,1919,Tallapoosa Police Department,GA
Officer Robert Bumster,Quincy Police Department, IL,EOW: Saturday, May 24, 1919,Cause of Death: Gunfire,Gunfire,24.05.19,1919,Quincy Police Department,IL
Patrolman Emil Carbonell,New York City Police Department, NY,EOW: Saturday, May 24, 1919,Cause of Death: Vehicle pursuit,Vehicle pursuit,24.05.19,1919,New York City Police Department,NY
Patrolman Abner R. Braun,Trenton Police Department, NJ,EOW: Tuesday, May 27, 1919,Cause of Death: Gunfire,Gunfire,27.05.19,1919,Trenton Police Department,NJ
Patrolman William Bather,Toledo Police Department, OH,EOW: Tuesday, May 27, 1919,Cause of Death: Gunfire,Gunfire,27.05.19,1919,Toledo Police Department,OH
Town Marshal Victor Melick,Williams Police Department, AZ,EOW: Saturday, May 31, 1919,Cause of Death: Gunfire,Gunfire,31.05.19,1919,Williams Police Department,AZ
Officer Earl Davis,Montgomery Police Department, AL,EOW: Sunday, June 1, 1919,Cause of Death: Gunfire,Gunfire,01.06.19,1919,Montgomery Police Department,AL
Patrolman Thomas M. Giltner,Louisville Police Department, KY,EOW: Monday, June 2, 1919,Cause of Death: Gunfire,Gunfire,02.06.19,1919,Louisville Police Department,KY
Police Officer John B. Lawson,Galveston Police Department, TX,EOW: Tuesday, June 3, 1919,Cause of Death: Gunfire,Gunfire,03.06.19,1919,Galveston Police Department,TX
Patrolman Hugh C. Petrie,Cheyenne Police Department, WY,EOW: Saturday, June 7, 1919,Cause of Death: Gunfire,Gunfire,07.06.19,1919,Cheyenne Police Department,WY
Captain Robert Hitchman Smith,Newport News Police Department, VA,EOW: Wednesday, June 11, 1919,Cause of Death: Automobile accident,Automobile accident,11.06.19,1919,Newport News Police Department,VA
Police Officer Thomas Ward,St. Louis Metropolitan Police Department, MO,EOW: Friday, June 13, 1919,Cause of Death: Gunfire,Gunfire,13.06.19,1919,St. Louis Metropolitan Police Department,MO
Sergeant John C. Brinkley,Memphis Police Department, TN,EOW: Friday, June 13, 1919,Cause of Death: Gunfire,Gunfire,13.06.19,1919,Memphis Police Department,TN
